subject_id,scenario_id,rep,configuration,engine_mode,diag_component,diag_category,gt_role,gt_category,top1_aligned
s5-petclinic,F10,r9,C3,llm-b-freeform,Kubernetes node resource allocation,infrastructure,test-suite,test-reliability,0
s5-petclinic,F10,r9,C3,llm-freeform,Kubernetes nodes,infrastructure,test-suite,test-reliability,0
s5-petclinic,F10,r9,C3,llm-b-grounded,Kubernetes cluster resource allocation,infrastructure,test-suite,test-reliability,0
s5-petclinic,F10,r9,C3,llm-grounded,Kubernetes nodes,infrastructure,test-suite,test-reliability,0
s5-petclinic,F10,r9,C3,rule-grounded,unknown,unknown,test-suite,test-reliability,0
s5-petclinic,F10,r9,C4,llm-b-freeform,Kubernetes cluster resource allocation,infrastructure,test-suite,test-reliability,0
s5-petclinic,F10,r9,C4,llm-freeform,Kubernetes cluster,infrastructure,test-suite,test-reliability,0
s5-petclinic,F10,r9,C4,llm-b-grounded,Kubernetes cluster resource allocation,infrastructure,test-suite,test-reliability,0
s5-petclinic,F10,r9,C4,llm-grounded,Kubernetes Cluster,infrastructure,test-suite,test-reliability,0
s5-petclinic,F10,r9,C4,rule-grounded,unknown,unknown,test-suite,test-reliability,0
s5-petclinic,F10,r9,C5,llm-b-freeform,Kubernetes cluster resource allocation,infrastructure,test-suite,test-reliability,0
s5-petclinic,F10,r9,C5,llm-freeform,Kubernetes cluster,infrastructure,test-suite,test-reliability,0
s5-petclinic,F10,r9,C5,llm-b-grounded,Kubernetes cluster resource allocation,infrastructure,test-suite,test-reliability,0
s5-petclinic,F10,r9,C5,llm-grounded,Kubernetes cluster,infrastructure,test-suite,test-reliability,0
s5-petclinic,F10,r9,C5,rule-grounded,unknown,unknown,test-suite,test-reliability,0
s5-petclinic,F2,r1,C1,llm-b-grounded,PostgreSQL database,database,app,configuration,0
s5-petclinic,F2,r1,C1,llm-grounded,database,database,app,configuration,0
s5-petclinic,F2,r1,C2,llm-b-grounded,svc-backend pod,infrastructure,app,configuration,0
s5-petclinic,F2,r1,C2,llm-grounded,svc-backend,infrastructure,app,configuration,1
s5-petclinic,F2,r1,C3,llm-b-grounded,svc-backend pod,infrastructure,app,configuration,0
s5-petclinic,F2,r1,C3,llm-grounded,Kubernetes Scheduler,infrastructure,app,configuration,0
s5-petclinic,F2,r1,C4,llm-b-grounded,svc-backend pod,infrastructure,app,configuration,0
s5-petclinic,F2,r1,C4,llm-grounded,Kubernetes Scheduler,infrastructure,app,configuration,0
s5-petclinic,F2,r1,C5,llm-b-grounded,svc-backend pod,infrastructure,app,configuration,0
s5-petclinic,F2,r1,C5,llm-grounded,svc-backend,infrastructure,app,configuration,1
s5-petclinic,F2,r10,C1,llm-b-freeform,PostgreSQL database,database,app,configuration,0
s5-petclinic,F2,r10,C1,llm-freeform,migration,application,app,configuration,0
s5-petclinic,F2,r10,C1,llm-b-grounded,PostgreSQL database,database,app,configuration,0
s5-petclinic,F2,r10,C1,llm-grounded,migration,application,app,configuration,0
s5-petclinic,F2,r10,C1,rule-grounded,unknown,unknown,app,configuration,0
s5-petclinic,F2,r10,C2,llm-b-freeform,backend service and PostgreSQL database,application,app,configuration,0
s5-petclinic,F2,r10,C2,llm-freeform,svc-backend,application,app,configuration,1
s5-petclinic,F2,r10,C2,llm-b-grounded,backend service and database migration,application,app,configuration,0
s5-petclinic,F2,r10,C2,llm-grounded,svc-backend,application,app,configuration,1
s5-petclinic,F2,r10,C2,rule-grounded,unknown,unknown,app,configuration,0
s5-petclinic,F2,r10,C3,llm-b-freeform,backend service,application,app,configuration,0
s5-petclinic,F2,r10,C3,llm-freeform,svc-backend,application,app,configuration,1
s5-petclinic,F2,r10,C3,llm-b-grounded,backend service and database,application,app,configuration,0
s5-petclinic,F2,r10,C3,llm-grounded,svc-backend,application,app,configuration,1
s5-petclinic,F2,r10,C3,rule-grounded,unknown,unknown,app,configuration,0
s5-petclinic,F2,r10,C4,llm-b-freeform,svc-backend,application,app,configuration,1
s5-petclinic,F2,r10,C4,llm-freeform,svc-backend,application,app,configuration,1
s5-petclinic,F2,r10,C4,llm-b-grounded,svc-backend,application,app,configuration,1
s5-petclinic,F2,r10,C4,llm-grounded,svc-backend,application,app,configuration,1
s5-petclinic,F2,r10,C4,rule-grounded,unknown,unknown,app,configuration,0
s5-petclinic,F2,r10,C5,llm-b-freeform,backend service (svc-backend),application,app,configuration,0
s5-petclinic,F2,r10,C5,llm-freeform,svc-backend,application,app,configuration,1
s5-petclinic,F2,r10,C5,llm-b-grounded,svc-backend deployment,application,app,configuration,0
s5-petclinic,F2,r10,C5,llm-grounded,svc-backend,application,app,configuration,1
s5-petclinic,F2,r10,C5,rule-grounded,unknown,unknown,app,configuration,0
s5-petclinic,F2,r2,C1,llm-b-grounded,PostgreSQL database,database,app,configuration,0
s5-petclinic,F2,r2,C1,llm-grounded,backend,configuration,app,configuration,1
s5-petclinic,F2,r2,C2,llm-b-grounded,Kubernetes node resource allocation,infrastructure,app,configuration,0
s5-petclinic,F2,r2,C2,llm-grounded,Kubernetes Scheduler,infrastructure,app,configuration,0
s5-petclinic,F2,r2,C3,llm-b-grounded,Kubernetes node resource allocation,infrastructure,app,configuration,0
s5-petclinic,F2,r2,C3,llm-grounded,Kubernetes Scheduler,infrastructure,app,configuration,0
s5-petclinic,F2,r2,C4,llm-b-grounded,Kubernetes cluster resource allocation,infrastructure,app,configuration,0
s5-petclinic,F2,r2,C4,llm-grounded,Kubernetes Node Scheduler,infrastructure,app,configuration,0
s5-petclinic,F2,r2,C5,llm-b-grounded,Kubernetes cluster resource allocation,infrastructure,app,configuration,0
s5-petclinic,F2,r2,C5,llm-grounded,Kubernetes Scheduler,infrastructure,app,configuration,0
s5-petclinic,F2,r3,C1,llm-b-grounded,PostgreSQL database,database,app,configuration,0
s5-petclinic,F2,r3,C1,llm-grounded,database,database,app,configuration,0
s5-petclinic,F2,r3,C2,llm-b-grounded,Kubernetes cluster nodes,infrastructure,app,configuration,0
s5-petclinic,F2,r3,C2,llm-grounded,Kubernetes Scheduler,infrastructure,app,configuration,0
s5-petclinic,F2,r3,C3,llm-b-grounded,Kubernetes cluster resource allocation,infrastructure,app,configuration,0
s5-petclinic,F2,r3,C3,llm-grounded,Kubernetes Scheduler,infrastructure,app,configuration,0
s5-petclinic,F2,r3,C4,llm-b-grounded,Kubernetes cluster resource allocation,infrastructure,app,configuration,0
s5-petclinic,F2,r3,C4,llm-grounded,Kubernetes Scheduler,infrastructure,app,configuration,0
s5-petclinic,F2,r3,C5,llm-b-grounded,Kubernetes cluster resource allocation,infrastructure,app,configuration,0
s5-petclinic,F2,r3,C5,llm-grounded,Kubernetes Scheduler,infrastructure,app,configuration,0
s5-petclinic,F2,r4,C1,llm-b-freeform,PostgreSQL database pod,infrastructure,app,configuration,0
s5-petclinic,F2,r4,C1,llm-freeform,PostgreSQL database,database,app,configuration,0
s5-petclinic,F2,r4,C1,llm-b-grounded,PostgreSQL database,database,app,configuration,0
s5-petclinic,F2,r4,C1,llm-grounded,database,database,app,configuration,0
s5-petclinic,F2,r4,C1,rule-grounded,unknown,unknown,app,configuration,0
s5-petclinic,F2,r4,C2,llm-b-freeform,svc-backend,application,app,configuration,1
s5-petclinic,F2,r4,C2,llm-freeform,svc-backend,application,app,configuration,1
s5-petclinic,F2,r4,C2,llm-b-grounded,backend service,application,app,configuration,0
s5-petclinic,F2,r4,C2,llm-grounded,svc-backend,application,app,configuration,1
s5-petclinic,F2,r4,C2,rule-grounded,unknown,unknown,app,configuration,0
s5-petclinic,F2,r4,C3,llm-b-freeform,svc-backend pod,application,app,configuration,0
s5-petclinic,F2,r4,C3,llm-freeform,svc-backend,application,app,configuration,1
s5-petclinic,F2,r4,C3,llm-b-grounded,backend service,configuration,app,configuration,0
s5-petclinic,F2,r4,C3,llm-grounded,svc-backend,application,app,configuration,1
s5-petclinic,F2,r4,C3,rule-grounded,unknown,unknown,app,configuration,0
s5-petclinic,F2,r4,C4,llm-b-freeform,svc-backend,configuration,app,configuration,1
s5-petclinic,F2,r4,C4,llm-freeform,svc-backend,configuration,app,configuration,1
s5-petclinic,F2,r4,C4,llm-b-grounded,svc-backend,configuration,app,configuration,1
s5-petclinic,F2,r4,C4,llm-grounded,svc-backend,application,app,configuration,1
s5-petclinic,F2,r4,C4,rule-grounded,unknown,unknown,app,configuration,0
s5-petclinic,F2,r4,C5,llm-b-freeform,svc-backend,configuration,app,configuration,1
s5-petclinic,F2,r4,C5,llm-freeform,svc-backend,configuration,app,configuration,1
s5-petclinic,F2,r4,C5,llm-b-grounded,svc-backend,configuration,app,configuration,1
s5-petclinic,F2,r4,C5,llm-grounded,svc-backend,application,app,configuration,1
s5-petclinic,F2,r4,C5,rule-grounded,unknown,unknown,app,configuration,0
s5-petclinic,F2,r5,C1,llm-b-freeform,PostgreSQL database pod,infrastructure,app,configuration,0
s5-petclinic,F2,r5,C1,llm-freeform,PostgreSQL database,infrastructure,app,configuration,0
s5-petclinic,F2,r5,C1,llm-b-grounded,PostgreSQL database,database,app,configuration,0
s5-petclinic,F2,r5,C1,llm-grounded,database,database,app,configuration,0
s5-petclinic,F2,r5,C1,rule-grounded,unknown,unknown,app,configuration,0
s5-petclinic,F2,r5,C2,llm-b-freeform,Kubernetes cluster nodes,infrastructure,app,configuration,0
s5-petclinic,F2,r5,C2,llm-freeform,Kubernetes Scheduler,infrastructure,app,configuration,0
s5-petclinic,F2,r5,C2,llm-b-grounded,Kubernetes cluster resource allocation,infrastructure,app,configuration,0
s5-petclinic,F2,r5,C2,llm-grounded,Kubernetes Scheduler,infrastructure,app,configuration,0
s5-petclinic,F2,r5,C2,rule-grounded,unknown,unknown,app,configuration,0
s5-petclinic,F2,r5,C3,llm-b-freeform,Kubernetes cluster resource allocation,infrastructure,app,configuration,0
s5-petclinic,F2,r5,C3,llm-freeform,Kubernetes Scheduler,infrastructure,app,configuration,0
s5-petclinic,F2,r5,C3,llm-b-grounded,Kubernetes cluster resource allocation,infrastructure,app,configuration,0
s5-petclinic,F2,r5,C3,llm-grounded,Kubernetes Scheduler,infrastructure,app,configuration,0
s5-petclinic,F2,r5,C3,rule-grounded,unknown,unknown,app,configuration,0
s5-petclinic,F2,r5,C4,llm-b-freeform,Kubernetes cluster resource allocation,infrastructure,app,configuration,0
s5-petclinic,F2,r5,C4,llm-freeform,Kubernetes Scheduler,infrastructure,app,configuration,0
s5-petclinic,F2,r5,C4,llm-b-grounded,Kubernetes Scheduler,infrastructure,app,configuration,0
s5-petclinic,F2,r5,C4,llm-grounded,Kubernetes Scheduler,infrastructure,app,configuration,0
s5-petclinic,F2,r5,C4,rule-grounded,unknown,unknown,app,configuration,0
s5-petclinic,F2,r5,C5,llm-b-freeform,Kubernetes node resource allocation,infrastructure,app,configuration,0
s5-petclinic,F2,r5,C5,llm-freeform,Kubernetes Scheduler,infrastructure,app,configuration,0
s5-petclinic,F2,r5,C5,llm-b-grounded,Kubernetes Scheduler,infrastructure,app,configuration,0
s5-petclinic,F2,r5,C5,llm-grounded,Kubernetes Scheduler,infrastructure,app,configuration,0
s5-petclinic,F2,r5,C5,rule-grounded,unknown,unknown,app,configuration,0
s5-petclinic,F2,r6,C1,llm-b-freeform,PostgreSQL database,database,app,configuration,0
s5-petclinic,F2,r6,C1,llm-freeform,PostgreSQL database,database,app,configuration,0
s5-petclinic,F2,r6,C1,llm-b-grounded,PostgreSQL database,database,app,configuration,0
s5-petclinic,F2,r6,C1,llm-grounded,database,database,app,configuration,0
s5-petclinic,F2,r6,C1,rule-grounded,unknown,unknown,app,configuration,0
s5-petclinic,F2,r6,C2,llm-b-freeform,Kubernetes node resource allocation,infrastructure,app,configuration,0
s5-petclinic,F2,r6,C2,llm-freeform,Kubernetes cluster scheduling,infrastructure,app,configuration,0
s5-petclinic,F2,r6,C2,llm-b-grounded,Kubernetes Scheduler,infrastructure,app,configuration,0
s5-petclinic,F2,r6,C2,llm-grounded,Kubernetes Scheduler,infrastructure,app,configuration,0
s5-petclinic,F2,r6,C2,rule-grounded,unknown,unknown,app,configuration,0
s5-petclinic,F2,r6,C3,llm-b-freeform,Kubernetes node resource allocation,infrastructure,app,configuration,0
s5-petclinic,F2,r6,C3,llm-freeform,svc-backend,infrastructure,app,configuration,1
s5-petclinic,F2,r6,C3,llm-b-grounded,Kubernetes Scheduler,infrastructure,app,configuration,0
s5-petclinic,F2,r6,C3,llm-grounded,Kubernetes Scheduler,infrastructure,app,configuration,0
s5-petclinic,F2,r6,C3,rule-grounded,unknown,unknown,app,configuration,0
s5-petclinic,F2,r6,C4,llm-b-freeform,Kubernetes node resource allocation,infrastructure,app,configuration,0
s5-petclinic,F2,r6,C4,llm-freeform,svc-backend,infrastructure,app,configuration,1
s5-petclinic,F2,r6,C4,llm-b-grounded,Kubernetes Scheduler,infrastructure,app,configuration,0
s5-petclinic,F2,r6,C4,llm-grounded,Kubernetes Scheduler,infrastructure,app,configuration,0
s5-petclinic,F2,r6,C4,rule-grounded,unknown,unknown,app,configuration,0
s5-petclinic,F2,r6,C5,llm-b-freeform,Kubernetes node resource allocation,infrastructure,app,configuration,0
s5-petclinic,F2,r6,C5,llm-freeform,svc-backend,infrastructure,app,configuration,1
s5-petclinic,F2,r6,C5,llm-b-grounded,Kubernetes Scheduler,infrastructure,app,configuration,0
s5-petclinic,F2,r6,C5,llm-grounded,svc-backend,infrastructure,app,configuration,1
s5-petclinic,F2,r6,C5,rule-grounded,unknown,unknown,app,configuration,0
s5-petclinic,F2,r7,C1,llm-b-freeform,PostgreSQL database,database,app,configuration,0
s5-petclinic,F2,r7,C1,llm-freeform,PostgreSQL database,infrastructure,app,configuration,0
s5-petclinic,F2,r7,C1,llm-b-grounded,PostgreSQL database,database,app,configuration,0
s5-petclinic,F2,r7,C1,llm-grounded,database,database,app,configuration,0
s5-petclinic,F2,r7,C1,rule-grounded,unknown,unknown,app,configuration,0
s5-petclinic,F2,r7,C2,llm-b-freeform,Kubernetes node resource allocation,infrastructure,app,configuration,0
s5-petclinic,F2,r7,C2,llm-freeform,Kubernetes Scheduler,infrastructure,app,configuration,0
s5-petclinic,F2,r7,C2,llm-b-grounded,Kubernetes node resource allocation,infrastructure,app,configuration,0
s5-petclinic,F2,r7,C2,llm-grounded,svc-backend,infrastructure,app,configuration,1
s5-petclinic,F2,r7,C2,rule-grounded,unknown,unknown,app,configuration,0
s5-petclinic,F2,r7,C3,llm-b-freeform,Kubernetes node resource allocation,infrastructure,app,configuration,0
s5-petclinic,F2,r7,C3,llm-freeform,Kubernetes Scheduler,infrastructure,app,configuration,0
s5-petclinic,F2,r7,C3,llm-b-grounded,Kubernetes node resource allocation,infrastructure,app,configuration,0
s5-petclinic,F2,r7,C3,llm-grounded,svc-backend,infrastructure,app,configuration,1
s5-petclinic,F2,r7,C3,rule-grounded,unknown,unknown,app,configuration,0
s5-petclinic,F2,r7,C4,llm-b-freeform,Kubernetes node resource allocation,infrastructure,app,configuration,0
s5-petclinic,F2,r7,C4,llm-freeform,svc-backend,infrastructure,app,configuration,1
s5-petclinic,F2,r7,C4,llm-b-grounded,Kubernetes Scheduler,infrastructure,app,configuration,0
s5-petclinic,F2,r7,C4,llm-grounded,svc-backend,infrastructure,app,configuration,1
s5-petclinic,F2,r7,C4,rule-grounded,unknown,unknown,app,configuration,0
s5-petclinic,F2,r7,C5,llm-b-freeform,Kubernetes Scheduler,infrastructure,app,configuration,0
s5-petclinic,F2,r7,C5,llm-freeform,svc-backend,infrastructure,app,configuration,1
s5-petclinic,F2,r7,C5,llm-b-grounded,Kubernetes cluster resource allocation,infrastructure,app,configuration,0
s5-petclinic,F2,r7,C5,llm-grounded,svc-backend,infrastructure,app,configuration,1
s5-petclinic,F2,r7,C5,rule-grounded,unknown,unknown,app,configuration,0
s5-petclinic,F2,r8,C1,llm-b-freeform,PostgreSQL database pod,infrastructure,app,configuration,0
s5-petclinic,F2,r8,C1,llm-freeform,PostgreSQL database,database,app,configuration,0
s5-petclinic,F2,r8,C1,llm-b-grounded,PostgreSQL database,database,app,configuration,0
s5-petclinic,F2,r8,C1,llm-grounded,database,database,app,configuration,0
s5-petclinic,F2,r8,C1,rule-grounded,unknown,unknown,app,configuration,0
s5-petclinic,F2,r8,C2,llm-b-freeform,PostgreSQL Pod and Backend Service,infrastructure,app,configuration,0
s5-petclinic,F2,r8,C2,llm-freeform,Kubernetes Scheduler,infrastructure,app,configuration,0
s5-petclinic,F2,r8,C2,llm-b-grounded,Kubernetes scheduling and resource allocation,infrastructure,app,configuration,0
s5-petclinic,F2,r8,C2,llm-grounded,svc-backend,infrastructure,app,configuration,1
s5-petclinic,F2,r8,C2,rule-grounded,unknown,unknown,app,configuration,0
s5-petclinic,F2,r8,C3,llm-b-freeform,PostgreSQL Pod and Backend Service,infrastructure,app,configuration,0
s5-petclinic,F2,r8,C3,llm-freeform,Kubernetes Scheduler,infrastructure,app,configuration,0
s5-petclinic,F2,r8,C3,llm-b-grounded,Kubernetes scheduling and resource allocation,infrastructure,app,configuration,0
s5-petclinic,F2,r8,C3,llm-grounded,svc-backend,infrastructure,app,configuration,1
s5-petclinic,F2,r8,C3,rule-grounded,unknown,unknown,app,configuration,0
s5-petclinic,F2,r8,C4,llm-b-freeform,PostgreSQL and backend service,infrastructure,app,configuration,0
s5-petclinic,F2,r8,C4,llm-freeform,svc-backend,infrastructure,app,configuration,1
s5-petclinic,F2,r8,C4,llm-b-grounded,svc-backend,infrastructure,app,configuration,1
s5-petclinic,F2,r8,C4,llm-grounded,svc-backend,infrastructure,app,configuration,1
s5-petclinic,F2,r8,C4,rule-grounded,unknown,unknown,app,configuration,0
s5-petclinic,F2,r8,C5,llm-b-freeform,PostgreSQL and backend service,infrastructure,app,configuration,0
s5-petclinic,F2,r8,C5,llm-freeform,svc-backend,infrastructure,app,configuration,1
s5-petclinic,F2,r8,C5,llm-b-grounded,PostgreSQL and Backend Service,infrastructure,app,configuration,0
s5-petclinic,F2,r8,C5,llm-grounded,svc-backend,application,app,configuration,1
s5-petclinic,F2,r8,C5,rule-grounded,unknown,unknown,app,configuration,0
s5-petclinic,F2,r9,C1,llm-b-freeform,PostgreSQL database,database,app,configuration,0
s5-petclinic,F2,r9,C1,llm-freeform,PostgreSQL database,infrastructure,app,configuration,0
s5-petclinic,F2,r9,C1,llm-b-grounded,PostgreSQL database,database,app,configuration,0
s5-petclinic,F2,r9,C1,llm-grounded,database,database,app,configuration,0
s5-petclinic,F2,r9,C1,rule-grounded,unknown,unknown,app,configuration,0
s5-petclinic,F2,r9,C2,llm-b-freeform,svc-backend,application,app,configuration,1
s5-petclinic,F2,r9,C2,llm-freeform,svc-backend,application,app,configuration,1
s5-petclinic,F2,r9,C2,llm-b-grounded,PostgreSQL database and backend service,database,app,configuration,0
s5-petclinic,F2,r9,C2,llm-grounded,svc-backend,application,app,configuration,1
s5-petclinic,F2,r9,C2,rule-grounded,unknown,unknown,app,configuration,0
s5-petclinic,F2,r9,C3,llm-b-freeform,svc-backend,application,app,configuration,1
s5-petclinic,F2,r9,C3,llm-freeform,svc-backend,application,app,configuration,1
s5-petclinic,F2,r9,C3,llm-b-grounded,backend service,application,app,configuration,0
s5-petclinic,F2,r9,C3,llm-grounded,svc-backend,application,app,configuration,1
s5-petclinic,F2,r9,C3,rule-grounded,unknown,unknown,app,configuration,0
s5-petclinic,F2,r9,C4,llm-b-freeform,svc-backend,application,app,configuration,1
s5-petclinic,F2,r9,C4,llm-freeform,svc-backend,application,app,configuration,1
s5-petclinic,F2,r9,C4,llm-b-grounded,svc-backend,application,app,configuration,1
s5-petclinic,F2,r9,C4,llm-grounded,svc-backend,application,app,configuration,1
s5-petclinic,F2,r9,C4,rule-grounded,unknown,unknown,app,configuration,0
s5-petclinic,F2,r9,C5,llm-b-freeform,svc-backend,configuration,app,configuration,1
s5-petclinic,F2,r9,C5,llm-freeform,svc-backend,application,app,configuration,1
s5-petclinic,F2,r9,C5,llm-b-grounded,svc-backend,application,app,configuration,1
s5-petclinic,F2,r9,C5,llm-grounded,svc-backend,application,app,configuration,1
s5-petclinic,F2,r9,C5,rule-grounded,unknown,unknown,app,configuration,0
s5-petclinic,F3,r1,C1,llm-b-grounded,PostgreSQL database,database,app,infrastructure,0
s5-petclinic,F3,r1,C1,llm-grounded,PostgreSQL database,database,app,infrastructure,0
s5-petclinic,F3,r1,C2,llm-b-grounded,postgres-migrate-bfwkk Pod,infrastructure,app,infrastructure,0
s5-petclinic,F3,r1,C2,llm-grounded,container registry,infrastructure,app,infrastructure,0
s5-petclinic,F3,r1,C3,llm-b-grounded,postgres-migrate-bfwkk pod,infrastructure,app,infrastructure,0
s5-petclinic,F3,r1,C3,llm-grounded,Container Registry,infrastructure,app,infrastructure,0
s5-petclinic,F3,r1,C4,llm-b-grounded,Database migration job (postgres-migrate),infrastructure,app,infrastructure,0
s5-petclinic,F3,r1,C4,llm-grounded,Container Registry,infrastructure,app,infrastructure,0
s5-petclinic,F3,r1,C5,llm-b-grounded,Database Migration Job,infrastructure,app,infrastructure,0
s5-petclinic,F3,r1,C5,llm-grounded,Container Registry,infrastructure,app,infrastructure,0
s5-petclinic,F3,r10,C1,llm-b-freeform,PostgreSQL database,database,app,infrastructure,0
s5-petclinic,F3,r10,C1,llm-freeform,PostgreSQL database,database,app,infrastructure,0
s5-petclinic,F3,r10,C1,llm-b-grounded,PostgreSQL database,database,app,infrastructure,0
s5-petclinic,F3,r10,C1,llm-grounded,database,database,app,infrastructure,0
s5-petclinic,F3,r10,C1,rule-grounded,unknown,unknown,app,infrastructure,0
s5-petclinic,F3,r10,C2,llm-b-freeform,Docker image pull,infrastructure,app,infrastructure,0
s5-petclinic,F3,r10,C2,llm-freeform,Container Registry,infrastructure,app,infrastructure,0
s5-petclinic,F3,r10,C2,llm-b-grounded,postgres-migrate-9sp5d Pod,infrastructure,app,infrastructure,0
s5-petclinic,F3,r10,C2,llm-grounded,Container Registry,infrastructure,app,infrastructure,0
s5-petclinic,F3,r10,C2,rule-grounded,app-deployment,infrastructure,app,infrastructure,1
s5-petclinic,F3,r10,C3,llm-b-freeform,Docker image pull,infrastructure,app,infrastructure,0
s5-petclinic,F3,r10,C3,llm-freeform,Container Registry,infrastructure,app,infrastructure,0
s5-petclinic,F3,r10,C3,llm-b-grounded,postgres-migrate-9sp5d Pod,configuration,app,infrastructure,0
s5-petclinic,F3,r10,C3,llm-grounded,Container Registry,infrastructure,app,infrastructure,0
s5-petclinic,F3,r10,C3,rule-grounded,app-deployment,infrastructure,app,infrastructure,1
s5-petclinic,F3,r10,C4,llm-b-freeform,postgres-migrate job,configuration,app,infrastructure,0
s5-petclinic,F3,r10,C4,llm-freeform,Container Registry,infrastructure,app,infrastructure,0
s5-petclinic,F3,r10,C4,llm-b-grounded,postgres-migrate-9sp5d,configuration,app,infrastructure,0
s5-petclinic,F3,r10,C4,llm-grounded,Container Registry,infrastructure,app,infrastructure,0
s5-petclinic,F3,r10,C4,rule-grounded,app-deployment,infrastructure,app,infrastructure,1
s5-petclinic,F3,r10,C5,llm-b-freeform,postgres-migrate job,configuration,app,infrastructure,0
s5-petclinic,F3,r10,C5,llm-freeform,Container Registry,infrastructure,app,infrastructure,0
s5-petclinic,F3,r10,C5,llm-b-grounded,Database Migration Job (postgres-migrate),configuration,app,infrastructure,0
s5-petclinic,F3,r10,C5,llm-grounded,Image Registry,infrastructure,app,infrastructure,0
s5-petclinic,F3,r10,C5,rule-grounded,app-deployment,infrastructure,app,infrastructure,1
s5-petclinic,F3,r2,C1,llm-b-grounded,PostgreSQL database,database,app,infrastructure,0
s5-petclinic,F3,r2,C1,llm-grounded,PostgreSQL database,database,app,infrastructure,0
s5-petclinic,F3,r2,C2,llm-b-grounded,postgres-migrate-xw2s2 pod,infrastructure,app,infrastructure,0
s5-petclinic,F3,r2,C2,llm-grounded,image registry,infrastructure,app,infrastructure,0
s5-petclinic,F3,r2,C3,llm-b-grounded,postgres-migrate-xw2s2 pod,infrastructure,app,infrastructure,0
s5-petclinic,F3,r2,C3,llm-grounded,image registry,infrastructure,app,infrastructure,0
s5-petclinic,F3,r2,C4,llm-b-grounded,postgres-migrate-xw2s2 Pod,infrastructure,app,infrastructure,0
s5-petclinic,F3,r2,C4,llm-grounded,Container Registry,infrastructure,app,infrastructure,0
s5-petclinic,F3,r2,C5,llm-b-grounded,Database migration job (postgres-migrate),infrastructure,app,infrastructure,0
s5-petclinic,F3,r2,C5,llm-grounded,Container Registry,infrastructure,app,infrastructure,0
s5-petclinic,F3,r3,C1,llm-b-grounded,PostgreSQL database,database,app,infrastructure,0
s5-petclinic,F3,r3,C1,llm-grounded,PostgreSQL Database,database,app,infrastructure,0
s5-petclinic,F3,r3,C2,llm-b-grounded,Kubernetes Pod (postgres-migrate-r2grn),infrastructure,app,infrastructure,0
s5-petclinic,F3,r3,C2,llm-grounded,Container Registry,infrastructure,app,infrastructure,0
s5-petclinic,F3,r3,C3,llm-b-grounded,Container Image Pull,infrastructure,app,infrastructure,0
s5-petclinic,F3,r3,C3,llm-grounded,container registry,infrastructure,app,infrastructure,0
s5-petclinic,F3,r3,C4,llm-b-grounded,Database migration job,infrastructure,app,infrastructure,0
s5-petclinic,F3,r3,C4,llm-grounded,Image Registry,infrastructure,app,infrastructure,0
s5-petclinic,F3,r3,C5,llm-b-grounded,Database migration job (postgres-migrate),infrastructure,app,infrastructure,0
s5-petclinic,F3,r3,C5,llm-grounded,Container Registry,infrastructure,app,infrastructure,0
s5-petclinic,F3,r4,C1,llm-b-freeform,PostgreSQL database,database,app,infrastructure,0
s5-petclinic,F3,r4,C1,llm-freeform,PostgreSQL database,database,app,infrastructure,0
s5-petclinic,F3,r4,C1,llm-b-grounded,PostgreSQL database,database,app,infrastructure,0
s5-petclinic,F3,r4,C1,llm-grounded,PostgreSQL database,database,app,infrastructure,0
s5-petclinic,F3,r4,C1,rule-grounded,unknown,unknown,app,infrastructure,0
s5-petclinic,F3,r4,C2,llm-b-freeform,Docker image pull,infrastructure,app,infrastructure,0
s5-petclinic,F3,r4,C2,llm-freeform,container registry,infrastructure,app,infrastructure,0
s5-petclinic,F3,r4,C2,llm-b-grounded,postgres-migrate-49wqm pod,infrastructure,app,infrastructure,0
s5-petclinic,F3,r4,C2,llm-grounded,container registry,infrastructure,app,infrastructure,0
s5-petclinic,F3,r4,C2,rule-grounded,app-deployment,infrastructure,app,infrastructure,1
s5-petclinic,F3,r4,C3,llm-b-freeform,Docker image pull,infrastructure,app,infrastructure,0
s5-petclinic,F3,r4,C3,llm-freeform,image registry,infrastructure,app,infrastructure,0
s5-petclinic,F3,r4,C3,llm-b-grounded,postgres-migrate-49wqm pod,infrastructure,app,infrastructure,0
s5-petclinic,F3,r4,C3,llm-grounded,container registry,infrastructure,app,infrastructure,0
s5-petclinic,F3,r4,C3,rule-grounded,app-deployment,infrastructure,app,infrastructure,1
s5-petclinic,F3,r4,C4,llm-b-freeform,Docker image and container registry access,configuration,app,infrastructure,0
s5-petclinic,F3,r4,C4,llm-freeform,Container Registry,infrastructure,app,infrastructure,0
s5-petclinic,F3,r4,C4,llm-b-grounded,postgres-migrate job,infrastructure,app,infrastructure,0
s5-petclinic,F3,r4,C4,llm-grounded,image registry,infrastructure,app,infrastructure,0
s5-petclinic,F3,r4,C4,rule-grounded,app-deployment,infrastructure,app,infrastructure,1
s5-petclinic,F3,r4,C5,llm-b-freeform,Docker image and container registry access,infrastructure,app,infrastructure,0
s5-petclinic,F3,r4,C5,llm-freeform,Image Registry,infrastructure,app,infrastructure,0
s5-petclinic,F3,r4,C5,llm-b-grounded,postgres-migrate job,infrastructure,app,infrastructure,0
s5-petclinic,F3,r4,C5,llm-grounded,Image Registry,infrastructure,app,infrastructure,0
